Company Names,Cars Names,HP,Speed,Seats,Price,Year,Fuel_Type,Mileage,Transmission,Owner_Type,Safety_Rating
Porsche,Panamera 4 E-Hybrid Sport Turismo,455.0,280,4,158769.6010067634,2019,Petrol,23.95,Manual,Second,1
Porsche,Panamera Turbo S E-Hybrid,690.0,315,4,607744.9190011877,2019,Petrol,13.8,Manual,First,4
Porsche,Panamera 4 Executive,330.0,270,4,453340.8194609892,2015,Diesel,21.72,Automatic,Second,3
Porsche,Cayenne,335.0,245,5,306936.99335658207,2010,Hybrid,22.38,Manual,Third,2
Porsche,Cayenne Coupe,335.0,245,5,602397.9331735802,2013,Diesel,17.43,Manual,Third,4
Porsche,Cayenne S,434.0,265,5,156757.22227885088,2019,Petrol,15.8,Manual,First,1
Porsche,Cayenne Turbo,541.0,286,5,315851.4640460722,2015,Diesel,16.75,Automatic,Third,2
Porsche,Cayenne GTS,453.0,270,5,156175.54065238425,2024,Petrol,13.4,Manual,Third,1
Porsche,Cayenne Turbo S E-Hybrid,670.0,295,5,767578.4605603258,2015,Hybrid,23.34,Automatic,First,5
Porsche,Macan,261.0,232,5,449571.4657267119,2020,Electric,16.76,Manual,Second,3
Porsche,Macan S,375.0,259,5,760149.0208895764,2021,Hybrid,23.24,Manual,Third,5
Porsche,Macan GTS,434.0,272,5,465887.8431032895,2014,Diesel,11.59,Manual,First,3
Porsche,Macan T,261.0,232,5,592861.7774993635,2010,Diesel,24.82,Automatic,Third,4
Porsche,911 Carrera,379.0,293,4,303595.52372264763,2017,Hybrid,16.65,Automatic,Third,2
Porsche,911 Carrera S,443.0,308,4,611745.3606359027,2014,Hybrid,10.72,Manual,Third,4
Porsche,911 Carrera 4,379.0,293,4,456564.77306978503,2021,Petrol,10.57,Automatic,Third,3
Porsche,911 Carrera 4S,443.0,306,4,460715.72936685657,2021,Diesel,21.19,Manual,First,3
Porsche,911 Targa 4,379.0,289,4,454560.0740664209,2021,Diesel,19.89,Automatic,First,3
Porsche,911 Turbo,572.0,320,4,161872.9489373645,2014,Hybrid,22.03,Automatic,First,1
Porsche,911 Turbo S,640.0,330,4,312021.6138230396,2016,Electric,11.58,Manual,Third,2
Porsche,911 GT3,502.0,318,2,615878.910308299,2013,Diesel,10.53,Manual,Third,4
Porsche,911 GT3 RS,518.0,296,2,611632.1042165061,2015,Electric,17.63,Manual,Third,4
Porsche,911 Dakar,473.0,240,2,761148.013310376,2022,Hybrid,15.81,Manual,First,5
Porsche,Taycan,402.0,230,4,455980.61516938766,2013,Hybrid,16.93,Automatic,Third,3
Porsche,Taycan 4S,522.0,250,4,458001.96887963754,2023,Petrol,24.87,Automatic,Second,3
Porsche,Taycan Turbo,670.0,260,4,461237.2090609019,2024,Diesel,24.56,Automatic,Third,3
Porsche,Taycan Turbo S,750.0,260,4,616972.2607118915,2012,Electric,24.13,Manual,Second,4
Porsche,Taycan GTS,590.0,250,4,759695.0775958986,2016,Petrol,21.76,Manual,Third,5
Porsche,Taycan Cross Turismo,469.0,220,5,160828.87428448207,2017,Diesel,15.32,Automatic,First,1
Porsche,Taycan Sport Turismo,509.0,240,5,320557.0039932272,2013,Petrol,16.18,Manual,Third,2
Porsche,718 Cayman,300.0,275,2,160355.62351715847,2022,Hybrid,18.24,Automatic,Second,1
Porsche,718 Cayman S,350.0,285,2,605369.8823391608,2011,Diesel,22.46,Automatic,Second,4
Porsche,718 Cayman GT4,414.0,302,2,464286.06961081974,2021,Petrol,11.03,Automatic,Third,3
Porsche,718 Cayman GT4 RS,493.0,315,2,307819.62313489226,2019,Petrol,16.36,Automatic,Second,2
Porsche,718 Boxster,300.0,275,2,595809.3773241107,2023,Electric,11.24,Automatic,Second,4
Porsche,718 Boxster T,300.0,275,2,600959.568445413,2012,Petrol,17.72,Manual,First,4
Porsche,718 Boxster GTS,394.0,293,2,598526.0403948707,2010,Diesel,23.48,Manual,Third,4
Porsche,718 Spyder,414.0,301,2,306522.43257979344,2017,Diesel,21.74,Manual,Third,2
Porsche,Panamera Base,325.0,265,4,306592.09189594776,2024,Electric,13.42,Automatic,Third,2
Porsche,Panamera 4 E-Hybrid,462.0,280,4,767622.1865613764,2012,Diesel,24.64,Automatic,Second,5
Porsche,Panamera 4 Sport Turismo,325.0,265,4,758134.6368688208,2021,Hybrid,20.01,Automatic,Third,5
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,690.0,315,4,162704.49735595568,2019,Diesel,10.16,Automatic,Third,1
Porsche,Panamera 4S E-Hybrid Executive,560.0,295,4,315347.02790591744,2016,Diesel,13.83,Manual,First,2
Porsche,Panamera Platinum Edition,325.0,265,4,295444.3234549606,2019,Petrol,13.91,Manual,First,2
Porsche,Panamera GTS Sport Turismo,473.0,300,4,310638.07279054285,2014,Petrol,11.04,Automatic,First,2
Porsche,Panamera Turbo Executive,550.0,306,4,764854.3259694348,2019,Diesel,24.4,Automatic,Second,5
Porsche,Panamera Turbo S Exclusive Series,570.0,310,4,604007.0687711008,2014,Electric,17.17,Automatic,Third,4
Porsche,Panamera 4S ,443.0,289,4,464578.77021603467,2023,Petrol,23.44,Manual,First,3
Porsche,Macan Base,265.0,232,5,756992.4820374721,2016,Electric,14.83,Manual,First,5
Porsche,Macan T,265.0,233,5,303223.560430496,2024,Diesel,11.88,Manual,First,2
Porsche,Macan S,375.0,259,5,760663.9093305314,2018,Diesel,17.12,Automatic,Third,5
Porsche,Macan GTS,434.0,272,5,170033.46428902197,2021,Hybrid,11.71,Automatic,Third,1
Porsche,Macan EV ,603.0,240,5,312969.3312752925,2014,Petrol,17.29,Manual,Third,2
Porsche,Cayenne Base,335.0,245,5,157941.1029315017,2010,Diesel,23.8,Automatic,Second,1
Porsche,Cayenne E-Hybrid,455.0,253,5,306803.19550229877,2019,Hybrid,17.81,Manual,Second,2
Porsche,Cayenne S Coupe,434.0,263,4,754430.7781526761,2019,Petrol,19.25,Automatic,First,5
Porsche,Cayenne Turbo GT,631.0,300,4,616771.6790827212,2010,Diesel,12.35,Manual,Third,4
Porsche,Cayenne Platinum Edition,335.0,245,5,452419.58087045565,2024,Diesel,10.66,Automatic,First,3
Porsche,Cayenne Turbo S E-Hybrid Coupe,670.0,295,4,163757.83118609697,2011,Petrol,11.66,Manual,Third,1
Porsche,Cayenne GTS Coupe,453.0,270,4,756671.7127661745,2023,Petrol,18.98,Manual,Third,5
Porsche,Cayenne Diesel (Regional Markets),262.0,221,5,607634.8991287319,2015,Petrol,11.43,Manual,Third,4
Porsche,Cayenne S Hybrid,380.0,242,5,759268.3105264348,2018,Diesel,15.64,Manual,Second,5
Porsche,Cayenne Coupe Turbo E-Hybrid,728.0,295,4,169747.6997212895,2017,Diesel,18.25,Manual,Second,1
Porsche,Taycan Base,321.0,230,4,453869.91800572624,2022,Hybrid,15.83,Manual,Third,3
Cadillac,CT4,237.0,250,5,753390.6253235332,2014,Electric,12.46,Automatic,First,5
Cadillac,CT4-V,325.0,260,5,301606.18142108846,2010,Petrol,14.11,Automatic,Third,2
Cadillac,CT5,237.0,240,5,602518.5336996195,2022,Diesel,23.92,Automatic,Third,4
Cadillac,CT5-V,360.0,250,5,759086.5024652242,2016,Diesel,20.14,Manual,First,5
Porsche,Taycan Cross Turismo 4,375.0,240,4,611284.9430832268,2024,Petrol,17.44,Manual,Third,4
Porsche,Taycan Cross Turismo GTS,590.0,250,4,307189.17337911186,2014,Electric,10.19,Automatic,First,2
Porsche,Taycan Sport Turismo Base,375.0,230,4,461848.0296005283,2015,Petrol,24.89,Manual,Second,3
Porsche,Taycan Sport Turismo GTS,590.0,250,4,468578.1892940248,2022,Electric,20.07,Manual,Second,3
Porsche,Taycan Turbo S Cross Turismo,750.0,260,4,317067.1745161185,2016,Diesel,14.75,Manual,First,2
Porsche,911 Carrera Base,379.0,293,4,616963.9790627903,2012,Electric,23.19,Manual,Second,4
Porsche,911 Carrera S Cabriolet,443.0,304,4,754991.0540044821,2021,Hybrid,13.88,Manual,Second,5
Porsche,911 Carrera 4,379.0,293,4,301356.72648344294,2019,Diesel,18.16,Automatic,First,2
Porsche,911 Carrera 4 GTS,473.0,311,4,150566.3987554786,2012,Hybrid,19.54,Automatic,Second,1
Porsche,911 Targa 4 GTS,473.0,307,4,616940.2215574459,2014,Petrol,13.32,Automatic,Third,4
Porsche,911 Turbo Cabriolet,572.0,320,4,464711.8282817703,2015,Petrol,24.68,Automatic,Third,3
Porsche,911 Turbo S Coupe,640.0,330,4,312522.0766454477,2018,Petrol,21.22,Automatic,First,2
Porsche,911 GT3 Touring,502.0,318,2,461439.8431315991,2022,Electric,18.37,Manual,Second,3
Porsche,911 GT3 RS Clubsport,525.0,296,2,604872.5547635081,2023,Diesel,12.71,Manual,Third,4
Porsche,911 Dakar Limited Edition,473.0,240,4,471688.75989808416,2021,Petrol,10.81,Manual,Third,3
Porsche,911 Carrera GTS Lightweight,473.0,311,4,310106.1059098761,2014,Petrol,14.8,Manual,Second,2
Porsche,911 Targa 4 Lightweight,379.0,289,4,608126.9739730245,2024,Diesel,21.3,Automatic,Second,4
Porsche,911 Turbo Exclusive Series,607.0,330,4,165768.83311949347,2010,Petrol,14.04,Automatic,Third,1
Porsche,911 GT2 RS,700.0,340,2,316405.04615868354,2023,Hybrid,18.09,Automatic,Third,2
Porsche,911 GT3 Cup,510.0,290,1,761319.4201213956,2023,Diesel,20.92,Manual,First,5
Porsche,911 GT4 RS,500.0,315,2,306047.62772277347,2023,Diesel,11.62,Automatic,First,2
Porsche,911 RSR (Motorsport Edition),515.0,296,1,612657.34178568,2013,Diesel,20.28,Manual,Third,4
Porsche,911 Sport Turismo,379.0,293,4,316990.1224823752,2014,Hybrid,11.38,Automatic,First,2
Porsche,911 Turbo Cabriolet Lightweight,572.0,318,4,168167.1002307749,2021,Diesel,24.48,Automatic,Third,1
Porsche,911 Dakar Sport,473.0,240,4,167425.933133197,2019,Hybrid,17.33,Manual,Third,1
Tata Motors,Tiago,86.0,170,5,749163.921617844,2019,Diesel,12.26,Manual,First,5
Tata Motors,Tiago EV,74.0,120,5,446531.9758987071,2014,Electric,15.14,Automatic,First,3
Tata Motors,Altroz,86.0,170,5,601091.0653995017,2016,Petrol,16.2,Automatic,Second,4
Tata Motors,Altroz DCA,86.0,170,5,601998.6245614435,2013,Electric,21.37,Manual,Second,4
Tata Motors,Altroz iTurbo,110.0,180,5,457670.95759235474,2010,Petrol,21.15,Automatic,Second,3
Tata Motors,Altroz CNG,86.0,165,5,143257.6768514259,2023,Hybrid,19.18,Automatic,Third,1
Tata Motors,Tiago NRG,86.0,170,5,159367.75159730308,2023,Electric,11.59,Manual,First,1
Tata Motors,Nano GenX,37.0,105,4,299949.96050710505,2014,Diesel,12.27,Automatic,Third,2
Tata Motors,Indica eV2,70.0,155,5,749265.5946502629,2016,Petrol,11.41,Manual,First,5
Tata Motors,Indica V2 Xeta,65.0,140,5,746239.4781236992,2019,Petrol,18.66,Automatic,Third,5
Tata Motors,Tigor,86.0,170,5,743445.7166406711,2019,Electric,23.16,Manual,Second,5
Tata Motors,Tigor EV,74.0,120,5,305595.8529198096,2015,Hybrid,16.51,Automatic,Second,2
Tata Motors,Zest,75.0,165,5,751866.589835942,2014,Electric,12.41,Manual,Second,5
Tata Motors,Indigo eCS,70.0,155,5,444950.19550129474,2013,Hybrid,18.37,Automatic,Third,3
Cadillac,Escalade,420.0,210,7,301924.60613968194,2011,Hybrid,22.18,Manual,First,2
Tata Motors,Indigo Marina,70.0,150,5,449721.07650354935,2013,Petrol,21.13,Automatic,First,3
Tata Motors,Manza,75.0,160,5,309845.107626447,2024,Electric,23.22,Automatic,Second,2
Tata Motors,Indigo LX,70.0,150,5,750102.043243182,2019,Electric,14.17,Automatic,Second,5
Tata Motors,Indigo GLX,85.0,160,5,444184.28523440944,2019,Hybrid,12.91,Automatic,Second,3
Cadillac,Escalade ESV,420.0,205,7,457171.2846795703,2012,Electric,23.2,Automatic,Second,3
Tata Motors,Nexon,118.0,180,5,450996.38215126167,2019,Diesel,19.86,Automatic,First,3
Tata Motors,Nexon EV Max,143.0,140,5,289375.5667852921,2010,Diesel,14.66,Automatic,Third,2
Tata Motors,Harrier,168.0,180,5,603088.5256674109,2017,Electric,21.14,Automatic,Third,4
Tata Motors,Safari,168.0,180,7,752205.3273489566,2014,Electric,22.23,Automatic,Third,5
Tata Motors,Punch,86.0,160,5,455201.0318240671,2022,Hybrid,19.22,Manual,Third,3
Tata Motors,Hexa,154.0,180,7,612324.7804747267,2013,Diesel,20.32,Manual,Second,4
Tata Motors,Aria,138.0,162,7,758392.8251477388,2017,Diesel,15.63,Automatic,Second,5
Tata Motors,Sumo Gold,85.0,125,7,750355.5565472258,2016,Petrol,18.08,Manual,Second,5
Tata Motors,Sumo Grande,118.0,140,7,446827.37045629165,2011,Hybrid,17.86,Automatic,Third,3
Tata Motors,Nexon EV Prime,129.0,120,5,465446.7990162493,2010,Petrol,22.72,Automatic,Second,3
Tata Motors,Tiago EV,74.0,120,5,301776.0921700724,2021,Diesel,22.6,Manual,Second,2
Tesla,Model S,670.0,250,5,613469.6464595647,2020,Hybrid,22.49,Automatic,First,4
Tesla,Model S Plaid,1020.0,322,5,620279.37456445,2013,Electric,10.17,Automatic,First,4
Tesla,Model 3,283.0,225,5,456650.42380383925,2017,Hybrid,21.24,Manual,Second,3
Tesla,Model 3 Performance,450.0,261,5,758278.1979403803,2021,Electric,21.38,Manual,First,5
Tesla,Model X,670.0,250,7,460531.6899655988,2011,Electric,20.18,Automatic,First,3
Tesla,Model X Plaid,1020.0,262,6,767665.705293798,2012,Hybrid,21.34,Manual,Second,5
Tesla,Model Y,346.0,217,5,756756.23364892,2021,Electric,22.63,Manual,Second,5
Tesla,Model Y Long Range,384.0,217,5,454962.8761443312,2010,Petrol,17.05,Automatic,Second,3
Tesla,Cybertruck,800.0,209,6,162435.77108661417,2010,Diesel,17.53,Manual,Second,1
Tesla,Roadster 2,1288.0,402,4,626292.1511384594,2022,Electric,11.87,Manual,Third,4
Jeep,Wrangler,285.0,180,4,754425.1139128957,2012,Petrol,15.78,Automatic,Third,5
Jeep,Wrangler Rubicon,270.0,180,4,762919.9649429134,2020,Electric,19.65,Manual,Second,5
Jeep,Grand Cherokee,293.0,209,5,142605.15095803494,2014,Diesel,21.71,Manual,First,1
Jeep,Grand Cherokee L,293.0,209,7,311317.5342596123,2021,Petrol,13.26,Automatic,Second,2
Jeep,Cherokee,180.0,195,5,159830.42596248814,2012,Diesel,12.07,Automatic,Second,1
Jeep,Compass,200.0,200,5,143633.04883795924,2010,Diesel,19.95,Automatic,First,1
Jeep,Renegade,177.0,200,5,751826.5620295983,2010,Petrol,10.03,Manual,Third,5
Jeep,Gladiator,285.0,177,5,603842.7956700211,2017,Petrol,12.68,Automatic,Second,4
Jeep,Wagoneer,392.0,190,8,150802.4415264109,2019,Petrol,10.44,Automatic,Second,1
Jeep,Grand Wagoneer,471.0,190,8,305530.91656204563,2020,Hybrid,12.5,Manual,Third,2
Jeep,Grand Cherokee 4xe,375.0,210,5,451947.12077267084,2021,Petrol,12.72,Automatic,Third,3
Jeep,Wrangler 4xe,375.0,180,5,166261.3522171181,2022,Petrol,15.82,Automatic,First,1
Jeep,Compass 4xe,240.0,200,5,159478.3919657373,2022,Petrol,16.03,Automatic,Third,1
Jeep,Renegade 4xe,240.0,200,5,311157.7754749708,2021,Petrol,23.11,Automatic,Third,2
Mazda,Mazda2,108.0,180,5,605768.3603202162,2024,Electric,17.65,Manual,Third,4
Jeep,Wagoneer S (Electric),600.0,177,5,156354.74114391385,2023,Hybrid,20.85,Automatic,First,1
Jeep,Gladiator Mojave Edition,285.0,177,5,153077.39866860112,2011,Diesel,11.56,Automatic,Third,1
Jeep,Grand Cherokee Summit Reserve,357.0,190,5,609586.8728061396,2022,Petrol,13.38,Manual,Third,4
Jeep,Jeep Cherokee X Edition,271.0,195,5,299309.36095554027,2012,Electric,20.54,Automatic,First,2
Jeep,Wrangler 392,470.0,160,4,162964.99215086194,2011,Electric,10.79,Manual,Third,1
Cadillac,XT4,235.0,220,5,603498.3730092093,2012,Electric,17.3,Manual,Third,4
Cadillac,XT5,310.0,210,5,154325.89596225202,2016,Diesel,18.99,Manual,First,1
Cadillac,XT6,310.0,210,7,459754.79984101746,2010,Petrol,19.03,Automatic,Second,3
Cadillac,Lyriq EV,340.0,190,5,759021.3165574302,2019,Hybrid,10.34,Manual,First,5
Cadillac,Escalade V,682.0,200,7,461835.1691709046,2017,Hybrid,14.83,Manual,Third,3
Cadillac,Escalade Platinum,420.0,210,7,164196.64901682123,2022,Electric,19.55,Manual,Third,1
Cadillac,CT5-V Blackwing,668.0,320,5,307954.6833620005,2019,Diesel,12.23,Automatic,Third,2
Cadillac,CT4-V Blackwing,472.0,290,5,762519.6780347213,2019,Diesel,20.43,Automatic,First,5
Cadillac,XT4 Sport,235.0,220,5,457665.5062898419,2019,Diesel,21.19,Automatic,Third,3
Cadillac,XT5 Sport,310.0,210,5,604652.2678034301,2023,Hybrid,24.73,Automatic,Third,4
Cadillac,XT6 Sport,310.0,210,7,307830.6651112106,2011,Electric,13.15,Automatic,First,2
Cadillac,Lyriq Launch Edition,340.0,190,5,450544.4321180735,2012,Petrol,22.38,Automatic,Second,3
Cadillac,Lyriq EV Premium,500.0,210,5,614620.1350960345,2018,Hybrid,17.8,Automatic,Second,4
Cadillac,CT5 Premium Luxury,237.0,240,5,153815.48931778505,2016,Electric,15.6,Manual,Third,1
Chevrolet,Spark,98.0,180,5,599346.3848974048,2013,Electric,11.84,Manual,First,4
Chevrolet,Sonic,138.0,190,5,458005.0461291844,2019,Petrol,21.03,Manual,Third,3
Chevrolet,Malibu,160.0,210,5,449678.2815472862,2014,Petrol,13.54,Manual,First,3
Chevrolet,Camaro,275.0,240,4,148457.6935181822,2011,Petrol,15.57,Automatic,First,1
Chevrolet,Corvette,495.0,312,2,602116.8541323805,2022,Diesel,10.94,Manual,Second,4
Chevrolet,Traverse,310.0,210,7,609230.0497567282,2020,Petrol,22.02,Manual,Second,4
Chevrolet,Equinox,170.0,200,5,146997.85323751858,2022,Electric,21.5,Manual,First,1
Chevrolet,Blazer,308.0,220,5,614933.9709099218,2017,Petrol,21.0,Manual,Third,4
Chevrolet,Tahoe,355.0,200,7,146690.3529605814,2013,Electric,14.49,Automatic,Second,1
Chevrolet,Suburban,355.0,190,8,315582.2818414502,2018,Hybrid,12.6,Automatic,Third,2
Chevrolet,Colorado,310.0,190,5,457255.0873360131,2014,Diesel,19.56,Automatic,Second,3
Chevrolet,Silverado 1500,355.0,180,6,306616.43444064807,2022,Hybrid,17.44,Manual,Second,2
Chevrolet,Silverado 2500HD,401.0,170,6,755295.4045659553,2018,Hybrid,12.67,Automatic,Third,5
Chevrolet,Silverado 3500HD,445.0,160,6,760895.6805717604,2013,Electric,20.29,Manual,Second,5
Chevrolet,Bolt EV,200.0,150,5,753811.8264878758,2019,Hybrid,24.87,Automatic,Second,5
Chevrolet,Bolt EUV,200.0,150,5,159516.5094100826,2014,Electric,21.21,Automatic,Third,1
Chevrolet,Trailblazer,155.0,200,5,603671.1382433102,2018,Petrol,21.1,Automatic,Second,4
Chevrolet,Malibu Premier,250.0,240,5,305751.5088073094,2017,Petrol,24.25,Automatic,Second,2
Chevrolet,Camaro ZL1,650.0,318,4,311181.93893893075,2012,Electric,13.04,Automatic,Second,2
Chevrolet,Corvette Stingray,495.0,312,2,309615.27188139467,2010,Petrol,18.48,Manual,Third,2
Chevrolet,Silverado 1500 High Country,355.0,180,6,308639.0088444603,2012,Diesel,24.69,Automatic,First,2
Chevrolet,Silverado 1500 Trail Boss,355.0,180,6,748549.1580367169,2013,Hybrid,12.48,Manual,Third,5
Chevrolet,Silverado 1500 RST,355.0,180,6,300359.0728894714,2011,Diesel,20.5,Manual,First,2
Chevrolet,Colorado ZR2,181.0,160,5,607336.3204701135,2010,Hybrid,18.79,Manual,Second,4
Chevrolet,Traverse Premier,310.0,210,7,757054.3271906397,2016,Petrol,18.8,Manual,First,5
Chevrolet,Equinox Premier,170.0,200,5,302480.08331823663,2017,Diesel,20.47,Manual,Third,2
Chevrolet,Blazer RS,308.0,220,5,156252.16966532698,2016,Petrol,23.94,Automatic,Third,1
Chevrolet,Bolt EV 2LT,200.0,150,5,455737.9085268084,2023,Hybrid,21.74,Automatic,Second,3
Chevrolet,Camaro SS,455.0,290,4,456401.2015984532,2014,Electric,10.84,Automatic,First,3
Chevrolet,Corvette Grand Sport,460.0,290,2,455308.4763729884,2021,Electric,22.79,Automatic,Second,3
Chevrolet,Traverse RS,310.0,210,7,757179.2262754884,2010,Diesel,13.38,Manual,Second,5
Chevrolet,Blazer Premier,308.0,220,5,301268.13611192483,2016,Petrol,15.65,Automatic,Third,2
Chevrolet,Malibu LT,160.0,210,5,755241.2637785723,2022,Petrol,16.93,Automatic,First,5
Chevrolet,Spark Activ,98.0,180,5,593447.0819788108,2016,Diesel,17.21,Manual,First,4
Chevrolet,Trax LT,137.0,200,5,157885.77818662822,2018,Electric,16.53,Manual,First,1
Chevrolet,Equinox LT,170.0,200,5,155762.9874120652,2012,Hybrid,24.06,Automatic,First,1
Chevrolet,Silverado 3500HD High Country,445.0,160,6,460180.14867156936,2018,Diesel,20.59,Automatic,Second,3
Chevrolet,Colorado WT,310.0,190,5,461113.4549197276,2023,Hybrid,19.47,Manual,Second,3
Chevrolet,Suburban High Country,420.0,200,8,466727.3722223129,2010,Electric,10.75,Automatic,Third,3
Chevrolet,Silverado Custom,285.0,180,6,310771.85032509064,2010,Petrol,23.56,Automatic,Second,2
Chevrolet,Spark LS,98.0,180,5,592755.6288433417,2023,Electric,23.64,Automatic,Second,4
Chevrolet,Traverse LT,310.0,210,7,599802.1151663215,2013,Diesel,21.7,Automatic,Third,4
Chevrolet,Blazer LT,193.0,200,5,600735.9071115216,2018,Petrol,10.11,Manual,Third,4
Chevrolet,Malibu Premier,250.0,240,5,605130.4552510541,2015,Diesel,10.86,Manual,Third,4
Chevrolet,Equinox RS,170.0,200,5,455988.29510234564,2022,Diesel,13.38,Manual,Second,3
Chevrolet,Silverado 1500 Custom,285.0,180,6,152071.28093423267,2020,Electric,11.97,Automatic,Second,1
Chevrolet,Silverado 2500HD LTZ,445.0,160,6,459833.8338223854,2012,Diesel,15.98,Automatic,Third,3
Chevrolet,Tahoe RST,355.0,180,7,603323.0853382334,2010,Electric,23.84,Automatic,Third,4
Chevrolet,Suburban LT,355.0,180,8,454042.41098504025,2013,Petrol,17.08,Automatic,Third,3
Chevrolet,Bolt EV Premier,200.0,150,5,596966.6945157589,2021,Electric,10.2,Automatic,Second,4
Chevrolet,Tahoe LS,355.0,180,8,752483.8337694454,2022,Petrol,14.24,Manual,Second,5
Chevrolet,Tahoe LT,355.0,180,8,150341.57697191834,2018,Electric,10.67,Automatic,First,1
Chevrolet,Tahoe RST,355.0,180,7,752220.6337351133,2012,Hybrid,10.54,Automatic,Second,5
Chevrolet,Tahoe Z71,355.0,180,7,312368.2089830392,2021,Hybrid,14.14,Manual,Second,2
Chevrolet,Tahoe Premier,420.0,200,7,453653.00555584027,2018,Diesel,14.13,Automatic,Second,3
Chevrolet,Tahoe High Country,420.0,200,7,321561.91032418696,2016,Electric,21.81,Manual,Third,2
Chevrolet,Tahoe Midnight Edition,355.0,180,8,459566.58950440446,2021,Electric,24.62,Manual,Second,3
Chevrolet,Tahoe Sport Edition,420.0,200,7,759324.1806184744,2023,Petrol,15.57,Manual,Third,5
GMC,Terrain,175.0,190,5,599208.2110990939,2024,Diesel,16.43,Manual,First,4
GMC,Acadia,228.0,200,7,608061.5493970449,2013,Electric,22.67,Manual,First,4
GMC,Yukon,355.0,180,8,454221.81086881115,2012,Diesel,14.02,Automatic,Third,3
GMC,Yukon XL,420.0,200,8,609010.0490732267,2019,Hybrid,12.35,Manual,Third,4
GMC,Canyon,310.0,190,5,769000.4226913439,2024,Electric,22.8,Manual,Third,5
GMC,Sierra 1500,355.0,180,6,606619.7005013768,2014,Electric,10.7,Automatic,Second,4
GMC,Sierra 2500HD,401.0,175,6,763766.3666314284,2014,Diesel,19.3,Automatic,First,5
GMC,Sierra 3500HD,445.0,175,6,305384.11787437054,2012,Electric,18.43,Manual,Third,2
GMC,Hummer EV Pickup,625.0,170,5,762325.0575475151,2021,Diesel,15.19,Automatic,Second,5
GMC,Hummer EV SUV,625.0,170,5,171354.00317817755,2018,Electric,14.73,Automatic,First,1
GMC,Yukon Denali,420.0,200,8,155265.16471106117,2013,Petrol,21.58,Manual,Second,1
GMC,Sierra Denali,420.0,190,6,167462.24278998465,2020,Diesel,11.3,Manual,First,1
GMC,Terrain AT4,175.0,190,5,457038.75967727735,2014,Electric,13.55,Automatic,Second,3
GMC,Acadia AT4,310.0,210,6,453387.66612052865,2013,Hybrid,20.99,Manual,First,3
GMC,Sierra 1500 AT4,355.0,180,6,460262.0386952776,2014,Electric,18.22,Manual,First,3
GMC,Sierra 2500HD Denali,401.0,175,6,762882.7722481337,2016,Hybrid,11.92,Automatic,Second,5
GMC,Sierra Elevation,310.0,190,5,459309.049811086,2018,Hybrid,23.23,Manual,Third,3
GMC,Canyon AT4,310.0,190,5,298348.87640054774,2016,Petrol,15.9,Manual,First,2
GMC,Canyon Denali,310.0,190,5,152564.31412087567,2022,Diesel,22.42,Manual,Third,1
GMC,Yukon XL Denali Ultimate,420.0,200,8,757162.4068222424,2014,Electric,21.82,Manual,Second,5
GMC,Terrain Denali,175.0,190,5,153127.83285449978,2019,Petrol,19.37,Manual,Third,1
GMC,Acadia Denali,310.0,210,7,459303.3604877534,2019,Electric,17.42,Automatic,Third,3
GMC,Yukon AT4,355.0,210,8,757988.5050046663,2016,Hybrid,24.69,Automatic,Third,5
GMC,Yukon XL AT4,355.0,210,8,600423.2782064495,2023,Diesel,12.17,Manual,Third,4
GMC,Sierra 1500 Elevation,310.0,180,5,308100.9892550298,2024,Electric,20.88,Automatic,Third,2
GMC,Sierra 1500 SLT,355.0,180,5,460152.9287264191,2019,Electric,12.87,Manual,First,3
GMC,Sierra 2500HD AT4,401.0,170,5,460818.9522396552,2014,Hybrid,15.07,Manual,First,3
GMC,Sierra 3500HD AT4,401.0,170,5,313423.9036277731,2012,Electric,14.63,Manual,First,2
GMC,Canyon Elevation,200.0,175,5,308169.6107727445,2016,Electric,24.21,Manual,Second,2
GMC,Canyon Denali Black Edition,308.0,180,5,608455.9003961422,2022,Hybrid,24.51,Manual,Third,4
GMC,Sierra 1500 Denali Ultimate,420.0,200,5,458049.1714427068,2020,Petrol,12.75,Automatic,First,3
GMC,Yukon XL Denali Reserve,420.0,210,7,450095.19533242006,2020,Hybrid,10.33,Automatic,Second,3
GMC,Terrain Elevation Edition,170.0,200,5,155548.09109566294,2011,Petrol,20.8,Manual,First,1
GMC,Acadia Black Edition,310.0,210,7,757238.4384358155,2024,Diesel,16.27,Automatic,First,5
GMC,Sierra Denali CarbonPro,420.0,200,5,759757.8941859768,2021,Petrol,11.33,Manual,Third,5
GMC,Yukon Denali Performance,420.0,210,8,152016.25712089846,2018,Petrol,20.26,Automatic,Second,1
GMC,Sierra 2500HD Denali Black Edition,401.0,170,5,752614.7172979587,2019,Diesel,18.18,Manual,Third,5
GMC,Canyon AT4X,308.0,180,5,311425.7642666645,2019,Petrol,24.71,Automatic,Third,2
GMC,Yukon XL SLT,355.0,210,8,756902.2242307167,2021,Hybrid,13.41,Manual,First,5
GMC,Sierra 1500 Pro,285.0,180,3,759107.5034868631,2010,Petrol,16.06,Manual,Third,5
GMC,Sierra 2500HD Pro,401.0,170,3,158161.5918806523,2022,Diesel,18.14,Automatic,Second,1
GMC,Sierra 3500HD Pro,401.0,170,3,608168.7806974787,2015,Hybrid,21.88,Automatic,Third,4
